uxyi 北京
vfeg 那坡县
vffh 那坡
ufeg 凌云县
uffc 凌云
qoeg 乐业县
qiog 乐业
lseg 田林县
llss 田林
sseg 西林县
sgss 西林
bste 隆林各族自治县
bsti 隆林各族自治
usym 靖西市
ugsg 靖西
gjym 平果市
gujs 平果
lkyt 贺州
lyym 贺州市
whaq 八步区
wthi 八步
gsaq 平桂区
gusf 平桂
jgeg 昭平县
jvgu 昭平
qmeg 钟山县
qkmm 钟山
pkge 富川瑶族自治县
pkgi 富川瑶族自治
isib 河池
iiym 河池市
qfia 金城江区
qfia 金城江
pyaq 宜州区
peyt 宜州
fmeg 南丹县
fmmy 南丹
gmeg 天峨县
gdmt 天峨
mmeg 凤山县
mcmm 凤山
aueg 东兰县
aiuf 东兰
lfwe 罗城仫佬族自治县
lfwi 罗城仫佬族自治
gite 环江毛南族自治县
giti 环江毛南族自治
ccge 巴马瑶族自治县
ccgi 巴马瑶族自治
fpge 都安瑶族自治县
fpgi 都安瑶族自治
dwge 大化瑶族自治县
dwgi 大化瑶族自治
gopr 来宾
gpym 来宾市
ipaq 兴宾区
iwpr 兴宾
nfeg 忻城县
nrfd 忻城
qyeg 象州县
qjyt 象州
gpeg 武宣县
gapg 武宣
qtge 金秀瑶族自治县
qtgi 金秀瑶族自治
wmym 合山市
wgmm 合山
mpda 崇左
mdym 崇左市
iyaq 江州区
iayt 江州
rxeg 扶绥县
rfxe 扶绥
pjeg 宁明县
psje 宁明
dyeg 龙州县
dxyt 龙州
dueg 大新县
ddus 大新
gteg 天等县
gdtf 天等
wpym 凭祥市
wtpy 凭祥
ifit 海南省
itkk 海口
ikym 海口市
taaq 秀英区
team 秀英
gmaq 琼山区
gymm 琼山
uuaq 美兰区
uguf 美兰
dggo 三亚
dgym 三亚市
iiaq 海棠区
itip 海棠
fbaq 吉阳区
fkbj 吉阳
giaq 天涯区
gdid 天涯
myaq 崖州区
mdyt 崖州
dgii 三沙
diym 三沙市
sivq 西沙群岛
fivq 南沙群岛
kivf 中沙群岛的岛礁及其海域
wqyt 儋州
wyym 儋州市
vdqf 那大镇
tyqf 和庆镇
fdqf 南丰镇
ddqf 大成镇
ajqf 雅星镇
uiqf 兰洋镇
isqf 光村镇
siqf 木棠镇
iuqf 海头镇
maqf 峨蔓镇
ggqf 王五镇
rcfq 白马井镇
ktqf 中和镇
riqf 排浦镇
adqf 东成镇
uyqf 新州镇
iixa 洋浦经济开发区
iixn 洋浦经济开发
wfrb 华南热作学院
grmy 五指山市
grmm 五指山
giym 琼海市
gyit 琼海
yjym 文昌市
yyjj 文昌
dpym 万宁市
dnps 万宁
ayym 东方市
aiyy 东方
ppeg 定安县
pgpv 定安
gjeg 屯昌县
gbjj 屯昌
ideg 澄迈县
iwdn 澄迈
jyeg 临高县
jtym 临高
rite 白沙黎族自治县
riti 白沙黎族自治
jite 昌江黎族自治县
jiti 昌江黎族自治
qate 乐东黎族自治县
qati 乐东黎族自治
bite 陵水黎族自治县
biti 陵水黎族自治
wyte 保亭黎族苗族自治县
wyti 保亭黎族苗族自治
gkte 琼中黎族苗族自治县
gkti 琼中黎族苗族自治
tgyd 重庆
tyym 重庆市
dyaq 万州区
dnyt 万州
ibaq 涪陵区
iubf 涪陵
ikaq 渝中区
iwkh 渝中
dika 大渡口区
dikk 大渡口
iffa 沙坪坝区
iffm 沙坪坝
vdfa 九龙坡区
vdfh 九龙坡
fmaq 南岸区
fmmd 南岸
udaq 北碚区
uxdu 北碚
aiaq 綦江区
adia 綦江
dkaq 大足区
ddkh 大足
iuaq 渝北区
iwux 渝北
cfaq 巴南区
cnfm 巴南
liaq 黔江区
lfia 黔江
tdaq 长寿区
tadt 长寿
iiaq 江津区
iaiv 江津
wkaq 合川区
wgkt 合川
ykaq 永川区
ynkt 永川
fkaq 南川区
fmkt 南川
nmaq 璧山区
nkmm 璧山
qiaq 铜梁区
qmiv 铜梁
ifaq 潼南区
iufm 潼南
ajaq 荣昌区
apjj 荣昌
gyaq 开州区
gayt 开州
igaq 梁平区
ivgu 梁平
gbaq 武隆区
gabt 武隆
fkeg 城口县
fdkk 城口
dfeg 丰都县
dhft 丰都
rieg 垫江县
rvia 垫江
kheg 忠县
fbeg 云阳县
fcbj 云阳
daeg 奉节县
dwab 奉节
ameg 巫山县
awmm 巫山
aieg 巫溪县
awie 巫溪
dsfe 石柱土家族自治县
dsfi 石柱土家族自治
tmfe 秀山土家族苗族自治县
tmfi 秀山土家族苗族自治
sbfe 酉阳土家族苗族自治县
sbfi 酉阳土家族苗族自治
fiae 彭水苗族土家族自治县
fiai 彭水苗族土家族自治
lhkt 四川
lkit 四川省
dnft 成都
dfym 成都市
qiaq 锦江区
qria 锦江
guaq 青羊区
geud 青羊
qraq 金牛区
qqrh 金牛
gwaq 武侯区
gawn 武侯
dwaq 成华区
dnwx 成华
drca 龙泉驿区
drcc 龙泉驿
gria 青白江区
gria 青白江
ufaq 新都区
usft 新都
iiaq 温江区
ijia 温江
ciaq 双流区
cciy 双流
rfaq 郫都区
rtft 郫都
uiaq 新津区
usiv 新津
qieg 金堂县
qqip 金堂
dkeg 大邑县
ddkc 大邑
aieg 蒲江县
aiia 蒲江
fify 都江堰市
fifa 都江堰
fyym 彭州市
fkyt 彭州
amym 邛崃市
abmg 邛崃
myym 崇州市
mpyt 崇州
tbym 简阳市
tubj 简阳
tham 自贡
taym 自贡市
tifa 自流井区
tifj 自流井
afaq 贡井区
amfj 贡井
dpaq 大安区
iiaq 沿滩区
imic 沿滩
apeg 荣县
pkeg 富顺县
pgkd 富顺
ssaw 攀枝花
ssay 攀枝花市
aiaq 东区
sgaq 西区
wtaq 仁和区
wftk 仁和
ojeg 米易县
oyjq 米易
fleg 盐边县
fhlp 盐边
ihyt 泸州
iyym 泸州市
ibaq 江阳区
iabj 江阳
xiaq 纳溪区
xmie 纳溪
dcia 龙马潭区
dcis 龙马潭
iheg 泸县
wieg 合江县
wgia 合江
wyeg 叙永县
wtyn 叙永
daeg 古蔺县
dgau 古蔺
tfbj 德阳
tbym 德阳市
ybaq 旌阳区
ytbj 旌阳
liaq 罗江区
lqia 罗江
kieg 中江县
khia 中江
yiym 广汉市
yyic 广汉
wyym 什邡市
wfyb 什邡
xtym 绵竹市
xrtt 绵竹
xrbj 绵阳
xbym 绵阳市
ifaq 涪城区
iufd 涪城
iwaq 游仙区
iywm 游仙
pyaq 安州区
pvyt 安州
dceg 三台县
dgck 三台
fyeg 盐亭县
fhyp 盐亭
sieg 梓潼县
suiu 梓潼
ukue 北川羌族自治县
ukui 北川羌族自治
ggeg 平武县
guga 平武
iiym 江油市
iaim 江油
yyfq 广元
yfym 广元市
tyaq 利州区
tjyt 利州
jwaq 昭化区
jvwx 昭化
fgaq 朝天区
fjgd 朝天
jaeg 旺苍县
jgaw 旺苍
gkeg 青川县
gekt 青川
wueg 剑阁县
wgut 剑阁
aieg 苍溪县
awie 苍溪
ueps 遂宁
upym 遂宁市
tmaq 船山区
temm 船山
pnaq 安居区
pvnd 安居
aieg 蓬溪县
atie 蓬溪
daeg 大英县
ddam 大英
tiym 射洪市
tmia 射洪
mwia 内江
miym 内江市
aiaq 东兴区
dfeg 威远县
dgfq 威远
ukeg 资中县
uqkh 资中
bjym 隆昌市
btjj 隆昌
qimm 乐山
qmym 乐山市
iiaq 沙湾区
iiiy 沙湾
gcsa 五通桥区
gcst 五通桥
qkia 金口河区
qkis 金口河
tyeg 犍为县
tryl 犍为
fdeg 井研县
fjdg 井研
gieg 夹江县
guia 夹江
ikeg 沐川县
iskt 沐川
mlxe 峨边彝族自治县
mlxi 峨边彝族自治
clxe 马边彝族自治县
clxi 马边彝族自治
mnmy 峨眉山市
mnmm 峨眉山
fmyc 南充
fyym 南充市
kyaq 顺庆区
kdyd 顺庆
yfaq 高坪区
ymfg 高坪
fbaq 嘉陵区
fkbf 嘉陵
fueg 南部县
fmuk 南部
ameg 营山县
apmm 营山
apeg 蓬安县
atpv 蓬安
wbeg 仪陇县
wybd 仪陇
syeg 西充县
sgyc 西充
ukym 阆中市
uykh 阆中
nhmm 眉山
nmym 眉山市
afaq 东坡区
aifh 东坡
fmaq 彭山区
fkmm 彭山
wdeg 仁寿县
wfdt 仁寿
iaeg 洪雅县
iaah 洪雅
mseg 丹棱县
mysf 丹棱
gpeg 青神县
gepy 青神
pepr 宜宾
ppym 宜宾市
nnaq 翠屏区
nynu 翠屏
fiaq 南溪区
fmie 南溪
wyaq 叙州区
wtyt 叙州
ipeg 江安县
iapv 江安
tpeg 长宁县
ymeg 高县
gaeg 珙县
tleg 筠连县
tflp 筠连
iyeg 兴文县
iwyy 兴文
nmeg 屏山县
numm 屏山
yypv 广安
ypym 广安市
ypaq 广安区
uqaq 前锋区
ueqt 前锋
rieg 岳池县
rgib 岳池
geeg 武胜县
gaet 武胜
wieg 邻水县
wyii 邻水
waym 华蓥市
wxap 华蓥
dpyt 达州
dyym 达州市
ckaq 通川区
cekt 通川
dkaq 达川区
dpkt 达川
pieg 宣汉县
pgic 宣汉
gieg 开江县
gaia 开江
dteg 大竹县
ddtt 大竹
iaeg 渠县
diym 万源市
dnid 万源
ahpv 雅安
apym 雅安市
ffaq 雨城区
fgfd 雨城
qmaq 名山区
qkmm 名山
axeg 荥经县
apxc 荥经
iieg 汉源县
icid 汉源
dseg 石棉县
dgsr 石棉
gweg 天全县
gdwg 天全
ameg 芦山县
aymm 芦山
pieg 宝兴县
pgiw 宝兴
cnkh 巴中
ckym 巴中市
cyaq 巴州区
cnyt 巴州
lbaq 恩阳区
ldbj 恩阳
cieg 通江县
ceia 通江
fieg 南江县
fmia 南江
gjeg 平昌县
gujj 平昌
ubym 资阳市
diaq 雁江区
dwia 雁江
preg 安岳县
pvrg 安岳
qgeg 乐至县
qigc 乐至
bfay 阿坝藏族羌族
bfay 阿坝藏族羌族自治州
cqyy 马尔康市
cqyv 马尔康
ikeg 汶川县
iykt 汶川
gjeg 理县
adeg 茂县
sieg 松潘县
swit 松潘
vpie 九寨沟县
vpiq 九寨沟
qkeg 金川县
qqkt 金川
iqeg 小金县
ihqq 小金
lieg 黑水县
lfii 黑水
ffeg 壤塘县
fyfy 壤塘
bfeg 阿坝县
bsfm 阿坝
aque 若尔盖县
aqug 若尔盖
xdeg 红原县
xadr 红原
abay 甘孜藏族
abay 甘孜藏族自治州
ypym 康定市
yvpg 康定
ipeg 泸定县
ihpg 泸定
mceg 丹巴县
mycn 丹巴
vdeg 九龙县
vtdx 九龙
aieg 雅江县
ahia 雅江
ueeg 道孚县
uteb 道孚
ofeg 炉霍县
oyfw 炉霍
abeg 甘孜县
afbt 甘孜
udeg 新龙县
usdx 新龙
tseg 德格县
tfst 德格
rgeg 白玉县
rrgy 白玉
dieg 石渠县
dgia 石渠
qdeg 色达县
qcdp 色达
gfeg 理塘县
gjfy 理塘
cfeg 巴塘县
cnfy 巴塘
xfeg 乡城县
xtfd 乡城
tfeg 稻城县
tefd 稻城
taeg 得荣县
tjap 得荣
umxy 凉山彝族
umxy 凉山彝族自治州
sjym 西昌市
sgjj 西昌
wgym 会理市
wfgj 会理
sjae 木里藏族自治县
sjai 木里藏族自治
fieg 盐源县
fhid 盐源
tjeg 德昌县
tfjj 德昌
waeg 会东县
wfai 会东
pfeg 宁南县
psfm 宁南
useg 普格县
uost 普格
dreg 布拖县
dmrt 布拖
qbeg 金阳县
qqbj 金阳
jieg 昭觉县
jvip 昭觉
fteg 喜德县
fktf 喜德
jpeg 冕宁县
jqps 冕宁
fseg 越西县
fhsg 越西
aieg 甘洛县
afit 甘洛
uveg 美姑县
ugvd 美姑
fieg 雷波县
flih 雷波
khyt 贵州
kyit 贵州省
khbj 贵阳
kbym 贵阳市
fjaq 南明区
fmje 南明
fmaq 云岩区
fcmd 云岩
aiaq 花溪区
awie 花溪
qiaq 乌当区
qniv 乌当
cmia 观山湖区
cmid 观山湖
gbeg 开阳县
gabj 开阳
toeg 息烽县
thot 息烽
wyeg 修文县
whyy 修文
iqym 清镇市
igqf 清镇
utii 六盘水
utiy 六盘水市
qmaq 钟山区
usta 六枝特区
ustr 六枝特
ifaq 水城区
iifd 水城
tyym 盘州市
teyt 盘州
usyq 遵义
uyym 遵义市
xama 红花岗区
xamm 红花岗
ikaq 汇川区
iakt 汇川
ryaq 播州区
rtyt 播州
sseg 桐梓县
smsu 桐梓
xbeg 绥阳县
xebj 绥阳
gpeg 正安县
ghpv 正安
ufwe 道真仡佬族苗族自治县
ufwi 道真仡佬族苗族自治
tkwe 务川仡佬族苗族自治县
tkwi 务川仡佬族苗族自治
mmeg 凤冈县
mcmq 凤冈
iieg 湄潭县
inis 湄潭
wyeg 余庆县
wtyd 余庆
nieg 习水县
nuii 习水
fiym 赤水市
foii 赤水
wnym 仁怀市
wfng 仁怀
pvkd 安顺
pkym 安顺市
staq 西秀区
sgte 西秀
gfaq 平坝区
gufm 平坝
upeg 普定县
uopg 普定
qpde 镇宁布依族苗族自治县
qpdi 镇宁布依族苗族自治
umde 关岭布依族苗族自治县
umdi 关岭布依族苗族自治
hfae 紫云苗族布依族自治县
hfai 紫云苗族布依族自治
xxab 毕节
xaym 毕节市
ajua 七星关区
ajud 七星关
dyeg 大方县
ddyy 大方
qieg 金沙县
qqii 金沙
xqeg 织金县
xkqq 织金
xyeg 纳雍县
xmyx 纳雍
dpxe 威宁彝族回族苗族自治县
dpxi 威宁彝族回族苗族自治
fueg 赫章县
fouj 赫章
lsym 黔西市
lfsg 黔西
qmwf 铜仁
qwym 铜仁市
giaq 碧江区
gria 碧江
dmaq 万山区
dnmm 万山
ikeg 江口县
iakk 江口
gnwe 玉屏侗族自治县
gnwi 玉屏侗族自治
dbeg 石阡县
dgbt 石阡
lfeg 思南县
lnfm 思南
qife 印江土家族苗族自治县
qifi 印江土家族苗族自治
tieg 德江县
tfia 德江
iife 沿河土家族自治县
iifi 沿河土家族自治
ssae 松桃苗族自治县
ssai 松桃苗族自治
lsfy 黔西南布依族苗族
lsfy 黔西南布依族苗族自治州
iyym 兴义市
iwyq 兴义
iwym 兴仁市
iwwf 兴仁
upeg 普安县
uopv 普安
jbeg 晴隆县
jgbt 晴隆
hdeg 贞丰县
hmdh 贞丰
yyeg 望谟县
ynya 望谟
myeg 册亨县
mmyb 册亨
pdeg 安龙县
pvdx 安龙
lafy 黔东南苗族侗族
lafy 黔东南苗族侗族自治州
mjym 凯里市
mnjf 凯里
ageg 黄平县
amgu 黄平
yteg 施秉县
yttg 施秉
dteg 三穗县
dgtg 三穗
qfeg 镇远县
qffq 镇远
maeg 岑巩县
mwam 岑巩
gseg 天柱县
gdsy 天柱
qneg 锦屏县
qrnu 锦屏
wieg 剑河县
wgis 剑河
cieg 台江县
tgeg 黎平县
tqgu 黎平
sieg 榕江县
spia 榕江
wieg 从江县
wwia 从江
fmeg 雷山县
flmm 雷山
yieg 麻江县
ysia 麻江
mpeg 丹寨县
mypf 丹寨
lfdy 黔南布依族苗族
lfdy 黔南布依族苗族自治州
fqym 都匀市
ftqu 都匀
prym 福泉市
pyri 福泉
aieg 荔波县
alih 荔波
kpeg 贵定县
khpg 贵定
wpeg 瓮安县
wcpv 瓮安
qmeg 独山县
qtmm 独山
gfeg 平塘县
gufy 平塘
lqeg 罗甸县
lqql 罗甸
tkeg 长顺县
takd 长顺
djeg 龙里县
dxjf 龙里
gieg 惠水县
gjii 惠水
dfie 三都水族自治县
dfii 三都水族自治
fcfm 云南
ffit 云南省
jxje 昆明
jjym 昆明市
gwaq 五华区
tdaq 盘龙区
tedx 盘龙
piaq 官渡区
pniy 官渡
smaq 西山区
sgmm 西山
akaq 东川区
aikt 东川
kaaq 呈贡区
kgam 呈贡
gpaq 晋宁区
gops 晋宁
pneg 富民县
pgna 富民
pyeg 宜良县
peyv 宜良
dsxe 石林彝族自治县
dsxi 石林彝族自治
mjeg 嵩明县
myje 嵩明
pcxe 禄劝彝族苗族自治县
pcxi 禄劝彝族苗族自治
vqle 寻甸回族彝族自治县
vqli 寻甸回族彝族自治
ppym 安宁市
pvps 安宁
maug 曲靖
muym 曲靖市
yyaq 麒麟区
ynyn 麒麟
iuaq 沾益区
ihuw 沾益
cdaq 马龙区
cndx 马龙
byeg 陆良县
bfyv 陆良
jpeg 师宗县
jgpf 师宗
lgeg 罗平县
lqgu 罗平
pieg 富源县
pgid 富源
wieg 会泽县
wfic 会泽
pdym 宣威市
pgdg 宣威
gyie 玉溪
giym 玉溪市
xfaq 红塔区
xafa 红塔
ikaq 江川区
iakt 江川
cieg 通海县
ceit 通海
wpeg 华宁县
wxps 华宁
jueg 易门县
jquy 易门
mmxe 峨山彝族自治县
mmxi 峨山彝族自治
ugxe 新平彝族傣族自治县
ugxi 新平彝族傣族自治
fike 元江哈尼族彝族傣族自治县
fiki 元江哈尼族彝族傣族自治
iiym 澄江市
iwia 澄江
wkmm 保山
wmym 保山市
bbaq 隆阳区
btbj 隆阳
yqeg 施甸县
ytql 施甸
dbeg 龙陵县
dxbf 龙陵
jpeg 昌宁县
jjps 昌宁
euym 腾冲市
euuk 腾冲
jvce 昭通
jcym 昭通市
jbaq 昭阳区
jvbj 昭阳
qqeg 鲁甸县
qgql 鲁甸
apeg 巧家县
agpe 巧家
fieg 盐津县
fhiv 盐津
dueg 大关县
ddud 大关
yueg 永善县
ynud 永善
xieg 绥江县
xeia 绥江
qdeg 镇雄县
qfdc 镇雄
xyeg 彝良县
xgyv 彝良
dweg 威信县
dgwy 威信
ipym 水富市
iipg 水富
gmia 丽江
giym 丽江市
dfaq 古城区
dgfd 古城
gdxe 玉龙纳西族自治县
gdxi 玉龙纳西族自治
yeeg 永胜县
ynet 永胜
wfeg 华坪县
wxfg 华坪
paxe 宁蒗彝族自治县
paxi 宁蒗彝族自治
uoib 普洱
uiym 普洱市
laaq 思茅区
lnac 思茅
pike 宁洱哈尼族彝族自治县
piki 宁洱哈尼族彝族自治
like 墨江哈尼族自治县
liki 墨江哈尼族自治
jaxe 景东彝族自治县
jaxi 景东彝族自治
jwwe 景谷傣族彝族自治县
jwwi 景谷傣族彝族自治
qixe 镇沅彝族哈尼族拉祜族自治县
qixi 镇沅彝族哈尼族拉祜族自治
ifke 江城哈尼族彝族自治县
ifki 江城哈尼族彝族自治
blwe 孟连傣族拉祜族佤族自治县
blwi 孟连傣族拉祜族佤族自治
iire 澜沧拉祜族自治县
iiri 澜沧拉祜族自治
sjwe 西盟佤族自治县
sjwi 西盟佤族自治
jtiw 临沧
jiym 临沧市
juaq 临翔区
jtud 临翔
myeg 凤庆县
mcyd 凤庆
fceg 云县
yteg 永德县
yntf 永德
qyeg 镇康县
qfyv 镇康
cire 双江拉祜族佤族布朗族傣族自治县
ciri 双江拉祜族佤族布朗族傣族自治
bcwe 耿马傣族佤族自治县
bcwi 耿马傣族佤族自治
iiwe 沧源佤族自治县
iiwi 沧源佤族自治
sdxy 楚雄彝族
sdxy 楚雄彝族自治州
sdym 楚雄市
ssdc 楚雄
pdym 禄丰市
pydh 禄丰
cseg 双柏县
ccsr 双柏
cpeg 牟定县
crpg 牟定
fweg 南华县
fmwx 南华
vpeg 姚安县
vipv 姚安
dveg 大姚县
ddvi 大姚
yweg 永仁县
ynwf 永仁
fyeg 元谋县
fqya 元谋
gpeg 武定县
gapg 武定
xiky 红河哈尼族彝族
xiky 红河哈尼族彝族自治州
whym 个旧市
whhj 个旧
gfym 开远市
gafq 开远
atym 蒙自市
apth 蒙自
xaym 弥勒市
xqaf 弥勒
nlae 屏边苗族自治县
nlai 屏边苗族自治
vieg 建水县
vfii 建水
dneg 石屏县
dgnu 石屏
iseg 泸西县
ihsg 泸西
fbeg 元阳县
fqbj 元阳
xieg 红河县
xais 红河
qgae 金平苗族瑶族傣族自治县
qgai 金平苗族瑶族傣族自治
xdeg 绿春县
xvdw 绿春
ikge 河口瑶族自治县
ikgi 河口瑶族自治
ymuy 文山壮族苗族
ymuy 文山壮族苗族自治州
ymym 文山市
yymm 文山
dmeg 砚山县
dmmm 砚山
sleg 西畴县
sgld 西畴
ysfe 麻栗坡县
ysfh 麻栗坡
cueg 马关县
cnud 马关
rueg 丘北县
rgux 丘北
yfeg 广南县
yyfm 广南
ppeg 富宁县
pgps 富宁
scty 西双版纳傣族
scty 西双版纳傣族自治州
jiym 景洪市
jyia 景洪
bieg 勐海县
blit 勐海
beeg 勐腊县
blea 勐腊
dgry 大理白族
dgry 大理白族自治州
dgym 大理市
ddgj 大理
iixe 漾濞彝族自治县
iixi 漾濞彝族自治
pfeg 祥云县
pyfc 祥云
pkeg 宾川县
prkt 宾川
xieg 弥渡县
xqiy 弥渡
fixe 南涧彝族自治县
fixi 南涧彝族自治
mmxe 巍山彝族回族自治县
mmxi 巍山彝族回族自治
ygeg 永平县
yngu 永平
fdeg 云龙县
iieg 洱源县
ibid 洱源
wkeg 剑川县
wgkt 剑川
pyeg 鹤庆县
pwyd 鹤庆
tpwy 德宏傣族景颇族
tpwy 德宏傣族景颇族自治州
ggym 瑞丽市
gmgm 瑞丽
ayym 芒市
iieg 梁河县
ivis 梁河
eieg 盈江县
ecia 盈江
bkeg 陇川县
bdkt 陇川
viwy 怒江傈僳族
viwy 怒江傈僳族自治州
iiym 泸水市
ihii 泸水
paeg 福贡县
pyam 福贡
amqe 贡山独龙族怒族自治县
amqi 贡山独龙族怒族自治
ufre 兰坪白族普米族自治县
ufri 兰坪白族普米族自治
myay 迪庆藏族
myay 迪庆藏族自治州
tsjy 香格里拉市
tsjr 香格里拉
tqeg 德钦县
tfqq 德钦
xswe 维西傈僳族自治县
xswi 维西傈僳族自治
sgad 西藏
sata 西藏自治区
ruab 拉萨
raym 拉萨市
fuaq 城关区
fdud 城关
fdta 堆龙德庆区
fdty 堆龙德庆
dbaq 达孜区
dpbt 达孜
smeg 林周县
ssmf 林周
ideg 当雄县
ivdc 当雄
nseg 尼木县
nxss 尼木
mieg 曲水县
maii 曲水
ltae 墨竹工卡县
ltah 墨竹工卡
sqsa 格尔木藏青工业园区
sqsl 格尔木藏青工业园
raxa 拉萨经济技术开发区
raxn 拉萨经济技术开发
saya 西藏文化旅游创意园区
sayl 西藏文化旅游创意园
dbaa 达孜工业园区
dbal 达孜工业园
jkmj 日喀则
jkmy 日喀则市
cgba 桑珠孜区
cgbt 桑珠孜
fsse 南木林县
fsss 南木林
ibeg 江孜县
iabt 江孜
pjeg 定日县
pgjj 定日
aleg 萨迦县
ablk 萨迦
rbeg 拉孜县
rubt 拉孜
jweg 昂仁县
jqwf 昂仁
ycue 谢通门县
ycuy 谢通门
ryeg 白朗县
rryv 白朗
wdeg 仁布县
wfdm 仁布
yceg 康马县
yvcn 康马
pxeg 定结县
pgxf 定结
wceg 仲巴县
wkcn 仲巴
gaeg 亚东县
goai 亚东
fbeg 吉隆县
fkbt 吉隆
brse 聂拉木县
brss 聂拉木
akeg 萨嘎县
abkd 萨嘎
mceg 岗巴县
mmcn 岗巴
jjft 昌都
jfym 昌都市
haaq 卡若区
hhad 卡若
ideg 江达县
iadp 江达
aieg 贡觉县
amip 贡觉
oqye 类乌齐县
oqyj 类乌齐
sgeg 丁青县
sgge 丁青
paeg 察雅县
pwah 察雅
wpeg 八宿县
wtpw 八宿
daeg 左贡县
daam 左贡
ayeg 芒康县
ayyv 芒康
ibeg 洛隆县
itbt 洛隆
lfeg 边坝县
lpfm 边坝
ssap 林芝
saym 林芝市
cpaq 巴宜区
cnpe 巴宜
adie 工布江达县
adid 工布江达
leeg 墨脱县
lfeu 墨脱
ipeg 波密县
ihpn 波密
pbeg 察隅县
pwbj 察隅
yveg 朗县
osym 米林市
oyss 米林
mmfm 山南
mfym 山南市
eaaq 乃东区
etai 乃东
rgeg 扎囊县
rngk 扎囊
akeg 贡嘎县
amkd 贡嘎
cjeg 桑日县
ccjj 桑日
gxeg 琼结县
gyxf 琼结
mseg 曲松县
masw 曲松
rueg 措美县
raug 措美
ireg 洛扎县
itrn 洛扎
lseg 加查县
lksj 加查
bbeg 隆子县
btbb 隆子
ihbe 浪卡子县
ihbb 浪卡子
qvym 错那市
qavf 错那
vfma 那曲
vmym 那曲市
qnaq 色尼区
qcnx 色尼
fteg 嘉黎县
fktq 嘉黎
xveg 比如县
xxvk 比如
baeg 聂荣县
bcap 聂荣
pqeg 安多县
pvqq 安多
jreg 申扎县
jhrn 申扎
fpeg 索县
gaeg 班戈县
gyag 班戈
cgeg 巴青县
cnge 巴青
ngeg 尼玛县
nxgc 尼玛
cieg 双湖县
ccid 双湖
bsjf 阿里
bjfa 阿里地区
uueg 普兰县
uouf 普兰
sdeg 札达县
sndp 札达
kqeg 噶尔县
kaqi 噶尔
jfeg 日土县
jjff 日土
afeg 革吉县
affk 革吉
nmeg 改则县
ntmj 改则
raeg 措勤县
raak 措勤
bgsg 陕西
bsit 陕西省
spym 西安市
dsaq 碑林区
drss 碑林
aiaq 莲湖区
alid 莲湖
isaq 灞桥区
ifst 灞桥
fmaq 未央区
fimd 未央
dfaq 雁塔区
dwfa 雁塔
uyaq 阎良区
uqyv 阎良
jiaq 临潼区
jtiu 临潼
ybaq 高陵区
ymbf 高陵
fkaq 鄠邑区
ffkc 鄠邑
aleg 蓝田县
ajll 蓝田
mgeg 周至县
mfgc 周至
qmkt 铜川
qkym 铜川市
guaq 王益区
gguw 王益
qcaq 印台区
qgck 印台
iyaq 耀州区
iqyt 耀州
pveg 宜君县
pevt 宜君
pgcq 宝鸡
pcym 宝鸡市
iiaq 渭滨区
ilip 渭滨
qcaq 金台区
qqck 金台
bwaq 陈仓区
bawb 陈仓
muaq 凤翔区
mcud 凤翔
mmeg 岐山县
mfmm 岐山
rmeg 扶风县
rfmq 扶风
nheg 眉县
bdeg 陇县
tbeg 千阳县
tfbj 千阳
yieg 麟游县
yniy 麟游
mceg 凤县
dreg 太白县
dyrr 太白
dgbj 咸阳
dbym 咸阳市
dfaq 秦都区
dwft 秦都
sbaq 杨陵区
snbf 杨陵
ifaq 渭城区
ilfd 渭城
ddeg 三原县
dgdr 三原
ibeg 泾阳县
icbj 泾阳
fjeg 乾县
preg 礼泉县
pyri 礼泉
ydeg 永寿县
yndt 永寿
tgeg 长武县
taga 长武
qkeg 旬邑县
qjkc 旬邑
iweg 淳化县
iywx 淳化
gaeg 武功县
gaal 武功
igym 兴平市
iwgu 兴平
syym 彬州市
ssyt 彬州
ilfm 渭南
ifym 渭南市
jiaq 临渭区
jtil 临渭
wyaq 华州区
wxyt 华州
iueg 潼关县
iuud 潼关
daeg 大荔县
ddal 大荔
wbeg 合阳县
wgbj 合阳
ifeg 澄城县
iwfd 澄城
afeg 蒲城县
aifd 蒲城
rieg 白水县
rrii 白水
pgeg 富平县
pggu 富平
ffym 韩城市
fjfd 韩城
wbym 华阴市
wxbe 华阴
thpv 延安
tpym 延安市
pfaq 宝塔区
pgfa 宝塔
ppaq 安塞区
pvpf 安塞
tteg 延长县
thta 延长
tkeg 延川县
thkt 延川
fmeg 志丹县
fnmy 志丹
kfeg 吴起县
kgfh 吴起
areg 甘泉县
afri 甘泉
pgeg 富县
ikeg 洛川县
itkt 洛川
pkeg 宜川县
pekt 宜川
adeg 黄龙县
amdx 黄龙
abeg 黄陵县
ambf 黄陵
btym 子长市
bbta 子长
ickh 汉中
ikym 汉中市
icaq 汉台区
icck 汉台
fuaq 南郑区
fmud 南郑
fleg 城固县
fdld 城固
iueg 洋县
sxeg 西乡县
sgxt 西乡
qkeg 勉县
pxeg 宁强县
psxk 宁强
lbeg 略阳县
ltbj 略阳
qceg 镇巴县
qfcn 镇巴
qfeg 留坝县
qyfm 留坝
wfeg 佛坪县
wxfg 佛坪
swss 榆林
ssym 榆林市
sbaq 榆阳区
swbj 榆阳
smaq 横山区
samm 横山
yweg 府谷县
ywww 府谷
uleg 靖边县
uglp 靖边
